HOG	gene
N0.HOG0005640	AT1G78770
N0.HOG0005640	EL10Ac4g08361.1
N0.HOG0005640	HORVU.MOREX.r3.4HG0393640
N0.HOG0005640	Zm00001eb010020
N0.HOG0005640	Zm00001eb399210
N0.HOG0005640	BPunChr33197
N0.HOG0005640	BPChr04G24929
N0.HOG0005640	TC02G2760
N0.HOG0005640	TC07G0082
N0.HOG0005640	GWHGERFP005226
N0.HOG0005640	GWHGERFP001296
N0.HOG0005640	GWHGERFP001838
N0.HOG0005640	RHSIM_Rhsim02G0051300
N0.HOG0005640	Os03g0236966
N0.HOG0005641	AT1G79430
N0.HOG0005641	AT3G12730
N0.HOG0005641	EL10Ac7g17027.1
N0.HOG0005641	HORVU.MOREX.r3.7HG0738570
N0.HOG0005641	HORVU.MOREX.r3.6HG0570890
N0.HOG0005641	Zm00001eb233310
N0.HOG0005641	Zm00001eb389770
N0.HOG0005641	BPChr04G05296
N0.HOG0005641	TC02G3610
N0.HOG0005641	TC02G2277
N0.HOG0005641	GWHGERFP004672
N0.HOG0005641	RHSIM_Rhsim06G0244400
N0.HOG0005641	Os06g0664800
N0.HOG0005641	Os02g0174000
N0.HOG0005642	AT1G80460
N0.HOG0005642	EL10Ac9g21895.1
N0.HOG0005642	HORVU.MOREX.r3.2HG0205130
N0.HOG0005642	Zm00001eb068580
N0.HOG0005642	BPunChr33232
N0.HOG0005642	BPChr02G20788
N0.HOG0005642	BPChr02G20747
N0.HOG0005642	BPChr06G22251
N0.HOG0005642	BPChr06G22682
N0.HOG0005642	BPChr12G15539
N0.HOG0005642	TC08G2260
N0.HOG0005642	GWHGERFP011151
N0.HOG0005642	RHSIM_Rhsim08G0211000
N0.HOG0005642	Os04g0647800
N0.HOG0005643	AT1G80670
N0.HOG0005643	EL10Ac8g19347.1
N0.HOG0005643	EL10Ac9g22228.1
N0.HOG0005643	HORVU.MOREX.r3.1HG0005400
N0.HOG0005643	HORVU.MOREX.r3.3HG0274320
N0.HOG0005643	Zm00001eb158970
N0.HOG0005643	Zm00001eb412490
N0.HOG0005643	BPChr03G02467
N0.HOG0005643	TC08G2303
N0.HOG0005643	TC07G0145
N0.HOG0005643	GWHGERFP036699
N0.HOG0005643	RHSIM_Rhsim11G0134900
N0.HOG0005643	Os08g0176800
N0.HOG0005643	Os01g0635400
N0.HOG0005644	AT1G80745
N0.HOG0005644	AT3G15420
N0.HOG0005644	EL10Ac4g09544.1
N0.HOG0005644	HORVU.MOREX.r3.2HG0183750
N0.HOG0005644	HORVU.MOREX.r3.3HG0316020
N0.HOG0005644	Zm00001eb001470
N0.HOG0005644	Zm00001eb403870
N0.HOG0005644	BPChr04G27237
N0.HOG0005644	TC12G1189
N0.HOG0005644	GWHGERFP004347
N0.HOG0005644	GWHGERFP003220
N0.HOG0005644	GWHGERFP015503
N0.HOG0005644	RHSIM_Rhsim04G0164900
N0.HOG0005644	Os04g0530000
N0.HOG0005645	AT1G80920
N0.HOG0005645	EL10Ac5g11419.1
N0.HOG0005645	HORVU.MOREX.r3.7HG0742800
N0.HOG0005645	HORVU.MOREX.r3.7HG0742700
N0.HOG0005645	Zm00001eb388670
N0.HOG0005645	BPChr06G25277
N0.HOG0005645	TC05G0770
N0.HOG0005645	GWHGERFP016137
N0.HOG0005645	RHSIM_Rhsim12G0184600
N0.HOG0005645	RHSIM_Rhsim04G0048800
N0.HOG0005645	RHSIM_Rhsim12G0186500
N0.HOG0005645	RHSIM_RhsimUnG0161600
N0.HOG0005645	RHSIM_Rhsim09G0128500
N0.HOG0005645	Os06g0650900
N0.HOG0005647	AT2G02500
N0.HOG0005647	EL10Ac6g13962.1
N0.HOG0005647	HORVU.MOREX.r3.3HG0306730
N0.HOG0005647	Zm00001eb145390
N0.HOG0005647	Zm00001eb365960
N0.HOG0005647	BPChr11G07304
N0.HOG0005647	BPChr11G07122
N0.HOG0005647	BPChr14G04208
N0.HOG0005647	BPunChr33010
N0.HOG0005647	BPChr09G14489
N0.HOG0005647	TC04G0765
N0.HOG0005647	GWHGERFP036478
N0.HOG0005647	RHSIM_Rhsim11G0115300
N0.HOG0005647	Os01g0887100
N0.HOG0005648	AT2G03120
N0.HOG0005648	EL10Ac4g10135.1
N0.HOG0005648	EL10Ac4g10152.1
N0.HOG0005648	HORVU.MOREX.r3.6HG0546530
N0.HOG0005648	Zm00001eb209380
N0.HOG0005648	Zm00001eb230050
N0.HOG0005648	BPChr01G23225
N0.HOG0005648	TC07G1484
N0.HOG0005648	GWHGERFP027944
N0.HOG0005648	GWHGERFP023089
N0.HOG0005648	RHSIM_Rhsim13G0211100
N0.HOG0005648	RHSIM_Rhsim01G0194700
N0.HOG0005648	Os02g0117400
N0.HOG0005648	Os05g0436400
N0.HOG0005649	AT2G03150
N0.HOG0005649	EL10Ac3g06731.1
N0.HOG0005649	HORVU.MOREX.r3.7HG0717640
N0.HOG0005649	HORVU.MOREX.r3.4HG0382930
N0.HOG0005649	Zm00001eb277410
N0.HOG0005649	Zm00001eb384230
N0.HOG0005649	BPChr08G17114
N0.HOG0005649	TC01G3341
N0.HOG0005649	TC03G0736
N0.HOG0005649	GWHGERFP003132
N0.HOG0005649	GWHGERFP033281
N0.HOG0005649	RHSIM_Rhsim09G0077000
N0.HOG0005649	RHSIM_Rhsim04G0150600
N0.HOG0005649	Os06g0562700
N0.HOG0005650	AT2G03350
N0.HOG0005650	EL10Ac5g11073.1
N0.HOG0005650	EL10Ac6g13284.1
N0.HOG0005650	HORVU.MOREX.r3.4HG0397660
N0.HOG0005650	Zm00001eb007070
N0.HOG0005650	Zm00001eb400480
N0.HOG0005650	BPChr08G17002
N0.HOG0005650	BPChr04G09381
N0.HOG0005650	TC01G3011
N0.HOG0005650	TC08G2355
N0.HOG0005650	GWHGERFP014670
N0.HOG0005650	RHSIM_Rhsim08G0150300
N0.HOG0005650	RHSIM_Rhsim12G0077500
N0.HOG0005650	Os03g0210500
N0.HOG0005651	AT2G04520
N0.HOG0005651	EL10Ac1g00325.1
N0.HOG0005651	HORVU.MOREX.r3.7HG0711840
N0.HOG0005651	Zm00001eb422630
N0.HOG0005651	Zm00001eb236830
N0.HOG0005651	BPChr11G18440
N0.HOG0005651	TC03G2163
N0.HOG0005651	TC09G2291
N0.HOG0005651	GWHGERFP004872
N0.HOG0005651	GWHGERFP040589
N0.HOG0005651	RHSIM_Rhsim07G0008100
N0.HOG0005651	RHSIM_Rhsim06G0224000
N0.HOG0005651	Os02g0300700
N0.HOG0005651	Os06g0342200
N0.HOG0005652	AT2G06025
N0.HOG0005652	EL10Ac6g15385.1
N0.HOG0005652	EL10Ac8g19063.1
N0.HOG0005652	HORVU.MOREX.r3.4HG0404500
N0.HOG0005652	Zm00001eb408770
N0.HOG0005652	Zm00001eb401920
N0.HOG0005652	Zm00001eb401960
N0.HOG0005652	BPChr03G03331
N0.HOG0005652	BPChr06G30439
N0.HOG0005652	TC03G0327
N0.HOG0005652	TC10G1065
N0.HOG0005652	GWHGERFP028046
N0.HOG0005652	RHSIM_Rhsim13G0202100
N0.HOG0005652	Os03g0177000
N0.HOG0005653	AT2G06520
N0.HOG0005653	EL10Ac8g18801.1
N0.HOG0005653	HORVU.MOREX.r3.2HG0113330
N0.HOG0005653	Zm00001eb330460
N0.HOG0005653	Zm00001eb336410
N0.HOG0005653	BPChr03G03329
N0.HOG0005653	BPChr14G01951
N0.HOG0005653	TC02G0273
N0.HOG0005653	TC11G2031
N0.HOG0005653	GWHGERFP008099
N0.HOG0005653	GWHGERFP025334
N0.HOG0005653	RHSIM_Rhsim03G0229800
N0.HOG0005653	Os07g0673550
N0.HOG0005653	Os03g0343900
N0.HOG0005654	AT2G06530
N0.HOG0005654	EL10Ac2g02708.1
N0.HOG0005654	EL10Ac8g19129.1
N0.HOG0005654	HORVU.MOREX.r3.4HG0358490
N0.HOG0005654	Zm00001eb094970
N0.HOG0005654	Zm00001eb164660
N0.HOG0005654	Zm00001eb303830
N0.HOG0005654	BPChr03G03348
N0.HOG0005654	TC10G1836
N0.HOG0005654	GWHGERFP008097
N0.HOG0005654	GWHGERFP025339
N0.HOG0005654	RHSIM_Rhsim05G0012600
N0.HOG0005654	Os07g0236800
N0.HOG0005654	Os11g0703400
N0.HOG0005656	AT2G14170
N0.HOG0005656	EL10Ac9g22113.1
N0.HOG0005656	HORVU.MOREX.r3.2HG0198720
N0.HOG0005656	Zm00001eb302330
N0.HOG0005656	BPChr10G04272
N0.HOG0005656	BPChr04G23814
N0.HOG0005656	TC12G0600
N0.HOG0005656	TC09G0236
N0.HOG0005656	GWHGERFP038055
N0.HOG0005656	GWHGERFP036801
N0.HOG0005656	GWHGERFP036802
N0.HOG0005656	RHSIM_Rhsim05G0100300
N0.HOG0005656	RHSIM_Rhsim11G0141000
N0.HOG0005656	Os07g0188800
N0.HOG0005657	AT2G15790
N0.HOG0005657	EL10Ac9g21823.1
N0.HOG0005657	HORVU.MOREX.r3.7HG0664370
N0.HOG0005657	HORVU.MOREX.r3.6HG0616490
N0.HOG0005657	Zm00001eb279240
N0.HOG0005657	BPChr06G16557
N0.HOG0005657	BPChr09G12107
N0.HOG0005657	TC11G0499
N0.HOG0005657	GWHGERFP038832
N0.HOG0005657	GWHGERFP037157
N0.HOG0005657	RHSIM_Rhsim08G0103300
N0.HOG0005657	RHSIM_Rhsim10G0121100
N0.HOG0005657	Os06g0216800
N0.HOG0005657	Os02g0761100
N0.HOG0005658	AT2G16460
N0.HOG0005658	AT3G51090
N0.HOG0005658	EL10Ac9g21649.1
N0.HOG0005658	EL10As8g23857.1
N0.HOG0005658	HORVU.MOREX.r3.7HG0721070
N0.HOG0005658	Zm00001eb272420
N0.HOG0005658	BPChr05G04594
N0.HOG0005658	TC12G0971
N0.HOG0005658	TC11G0788
N0.HOG0005658	TC10G0414
N0.HOG0005658	TC09G0085
N0.HOG0005658	GWHGERFP037342
N0.HOG0005658	RHSIM_Rhsim11G0183000
N0.HOG0005658	Os06g0713100
N0.HOG0005659	AT2G16640
N0.HOG0005659	AT3G16620
N0.HOG0005659	EL10Ac9g21416.1
N0.HOG0005659	HORVU.MOREX.r3.1HG0055730
N0.HOG0005659	Zm00001eb022910
N0.HOG0005659	Zm00001eb391770
N0.HOG0005659	BPChr09G20968
N0.HOG0005659	TC10G0092
N0.HOG0005659	TC12G0731
N0.HOG0005659	GWHGERFP037407
N0.HOG0005659	GWHGERFP025856
N0.HOG0005659	RHSIM_Rhsim05G0062300
N0.HOG0005659	RHSIM_Rhsim11G0190300
N0.HOG0005659	Os10g0548800
N0.HOG0005664	AT2G18080
N0.HOG0005664	AT4G36190
N0.HOG0005664	AT4G36195
N0.HOG0005664	EL10As8g23845.1
N0.HOG0005664	HORVU.MOREX.r3.1HG0049770
N0.HOG0005664	HORVU.MOREX.r3.1HG0049760
N0.HOG0005664	Zm00001eb220420
N0.HOG0005664	BPChr05G04699
N0.HOG0005664	TC11G0791
N0.HOG0005664	TC11G0790
N0.HOG0005664	GWHGERFP037536
N0.HOG0005664	RHSIM_Rhsim10G0214200
N0.HOG0005664	Os10g0511600
N0.HOG0005664	Os10g0511400
N0.HOG0005665	AT2G18100
N0.HOG0005665	AT4G36210
N0.HOG0005665	EL10As8g23854.1
N0.HOG0005665	HORVU.MOREX.r3.4HG0417040
N0.HOG0005665	HORVU.MOREX.r3.1HG0049650
N0.HOG0005665	Zm00001eb043710
N0.HOG0005665	Zm00001eb404060
N0.HOG0005665	BPChr05G04623
N0.HOG0005665	TC09G0083
N0.HOG0005665	TC04G1669
N0.HOG0005665	GWHGERFP013157
N0.HOG0005665	RHSIM_Rhsim08G0035400
N0.HOG0005665	Os10g0512100
N0.HOG0005665	Os03g0112800
N0.HOG0005666	AT2G19330
N0.HOG0005666	AT4G26050
N0.HOG0005666	AT4G29880
N0.HOG0005666	EL10Ac8g19292.1
N0.HOG0005666	HORVU.MOREX.r3.2HG0192840
N0.HOG0005666	Zm00001eb071570
N0.HOG0005666	BPChr01G13730
N0.HOG0005666	TC10G0727
N0.HOG0005666	TC12G0435
N0.HOG0005666	GWHGERFP007722
N0.HOG0005666	GWHGERFP019695
N0.HOG0005666	RHSIM_Rhsim02G0202600
N0.HOG0005666	RHSIM_Rhsim03G0267900
N0.HOG0005666	Os04g0605300
N0.HOG0005667	AT2G19490
N0.HOG0005667	AT3G32920
N0.HOG0005667	EL10Ac8g19189.1
N0.HOG0005667	HORVU.MOREX.r3.3HG0305240
N0.HOG0005667	Zm00001eb144420
N0.HOG0005667	Zm00001eb365600
N0.HOG0005667	BPChr03G15688
N0.HOG0005667	TC12G1159
N0.HOG0005667	GWHGERFP008078
N0.HOG0005667	GWHGERFP025399
N0.HOG0005667	RHSIM_Rhsim03G0231500
N0.HOG0005667	RHSIM_Rhsim05G0018500
N0.HOG0005667	Os01g0901200
N0.HOG0005667	Os11g0302700
N0.HOG0005668	AT2G19600
N0.HOG0005668	AT5G11800
N0.HOG0005668	EL10Ac8g19241.1
N0.HOG0005668	HORVU.MOREX.r3.7HG0717850
N0.HOG0005668	Zm00001eb277480
N0.HOG0005668	Zm00001eb384260
N0.HOG0005668	BPChr11G07001
N0.HOG0005668	BPChr08G27455
N0.HOG0005668	TC12G1184
N0.HOG0005668	TC10G1723
N0.HOG0005668	GWHGERFP008064
N0.HOG0005668	GWHGERFP035588
N0.HOG0005668	RHSIM_Rhsim11G0044600
N0.HOG0005668	Os06g0561200
N0.HOG0005669	AT2G20190
N0.HOG0005669	EL10Ac7g17762.1
N0.HOG0005669	HORVU.MOREX.r3.2HG0180320
N0.HOG0005669	HORVU.MOREX.r3.6HG0595110
N0.HOG0005669	Zm00001eb077900
N0.HOG0005669	Zm00001eb426220
N0.HOG0005669	BPChr03G18560
N0.HOG0005669	TC01G0518
N0.HOG0005669	GWHGERFP023838
N0.HOG0005669	GWHGERFP031021
N0.HOG0005669	RHSIM_Rhsim01G0258400
N0.HOG0005669	RHSIM_Rhsim13G0041900
N0.HOG0005669	Os04g0507500
N0.HOG0005669	Os02g0617300
N0.HOG0005670	AT2G20580
N0.HOG0005670	AT4G28470
N0.HOG0005670	EL10Ac9g20812.1
N0.HOG0005670	HORVU.MOREX.r3.6HG0558640
N0.HOG0005670	Zm00001eb208050
N0.HOG0005670	Zm00001eb232220
N0.HOG0005670	BPChr13G24697
N0.HOG0005670	BPChr11G15553
N0.HOG0005670	TC01G2650
N0.HOG0005670	GWHGERFP005882
N0.HOG0005670	RHSIM_Rhsim06G0137300
N0.HOG0005670	Os02g0146700
N0.HOG0005670	Os09g0326800
N0.HOG0005670	Os06g0699900
N0.HOG0005671	AT2G20680
N0.HOG0005671	AT4G28320
N0.HOG0005671	EL10Ac3g06644.1
N0.HOG0005671	EL10Ac9g20771.1
N0.HOG0005671	HORVU.MOREX.r3.3HG0288420
N0.HOG0005671	Zm00001eb153010
N0.HOG0005671	Zm00001eb264240
N0.HOG0005671	BPChr11G10154
N0.HOG0005671	TC01G2623
N0.HOG0005671	GWHGERFP005832
N0.HOG0005671	GWHGERFP001292
N0.HOG0005671	RHSIM_Rhsim04G0068700
N0.HOG0005671	RHSIM_Rhsim06G0141700
N0.HOG0005671	Os01g0746700
N0.HOG0005672	AT2G20825
N0.HOG0005672	AT4G28190
N0.HOG0005672	EL10Ac4g08081.1
N0.HOG0005672	HORVU.MOREX.r3.3HG0293580
N0.HOG0005672	Zm00001eb151460
N0.HOG0005672	Zm00001eb369850
N0.HOG0005672	BPChr11G10112
N0.HOG0005672	TC01G1805
N0.HOG0005672	GWHGERFP005081
N0.HOG0005672	GWHGERFP001264
N0.HOG0005672	RHSIM_Rhsim04G0066000
N0.HOG0005672	RHSIM_Rhsim06G0193200
N0.HOG0005672	Os05g0502700
N0.HOG0005672	Os01g0780800
N0.HOG0005673	AT2G22660
N0.HOG0005673	AT4G37900
N0.HOG0005673	EL10Ac1g00686.1
N0.HOG0005673	EL10Ac6g13303.1
N0.HOG0005673	HORVU.MOREX.r3.7HG0735950
N0.HOG0005673	Zm00001eb166550
N0.HOG0005673	BPChr09G06346
N0.HOG0005673	BPChr01G22957
N0.HOG0005673	TC09G0273
N0.HOG0005673	GWHGERFP039276
N0.HOG0005673	GWHGERFP039277
N0.HOG0005673	RHSIM_Rhsim04G0250100
N0.HOG0005673	RHSIM_Rhsim07G0172500
N0.HOG0005673	Os11g0621300
N0.HOG0005675	AT2G22780
N0.HOG0005675	EL10Ac6g14954.1
N0.HOG0005675	HORVU.MOREX.r3.5HG0421360
N0.HOG0005675	HORVU.MOREX.r3.5HG0513810
N0.HOG0005675	Zm00001eb059070
N0.HOG0005675	Zm00001eb134330
N0.HOG0005675	BPChr05G22466
N0.HOG0005675	TC11G0602
N0.HOG0005675	TC09G0305
N0.HOG0005675	GWHGERFP036868
N0.HOG0005675	GWHGERFP039226
N0.HOG0005675	RHSIM_Rhsim11G0145600
N0.HOG0005675	Os12g0632700
N0.HOG0005675	Os03g0773800
N0.HOG0005676	AT2G22910
N0.HOG0005676	AT4G37670
N0.HOG0005676	EL10Ac6g15613.1
N0.HOG0005676	HORVU.MOREX.r3.2HG0130450
N0.HOG0005676	HORVU.MOREX.r3.7HG0678210
N0.HOG0005676	Zm00001eb325850
N0.HOG0005676	Zm00001eb404710
N0.HOG0005676	BPChr06G02201
N0.HOG0005676	TC01G2028
N0.HOG0005676	TC04G1935
N0.HOG0005676	GWHGERFP012576
N0.HOG0005676	RHSIM_Rhsim08G0093000
N0.HOG0005676	Os03g0431200
N0.HOG0005676	Os07g0585600
N0.HOG0005677	AT2G23420
N0.HOG0005677	AT4G36940
N0.HOG0005677	EL10Ac6g15729.1
N0.HOG0005677	HORVU.MOREX.r3.2HG0168330
N0.HOG0005677	HORVU.MOREX.r3.5HG0530510
N0.HOG0005677	Zm00001eb063870
N0.HOG0005677	Zm00001eb422480
N0.HOG0005677	BPChr06G16548
N0.HOG0005677	TC11G0257
N0.HOG0005677	TC04G1750
N0.HOG0005677	GWHGERFP012502
N0.HOG0005677	RHSIM_Rhsim08G0099700
N0.HOG0005677	Os03g0837300
N0.HOG0005677	Os04g0429800
N0.HOG0005678	AT2G23460
N0.HOG0005678	EL10Ac6g14831.1
N0.HOG0005678	EL10Ac9g21790.1
N0.HOG0005678	HORVU.MOREX.r3.5HG0437540
N0.HOG0005678	Zm00001eb030570
N0.HOG0005678	BPChr06G02214
N0.HOG0005678	BPChr09G02328
N0.HOG0005678	TC10G0537
N0.HOG0005678	TC04G2149
N0.HOG0005678	GWHGERFP012405
N0.HOG0005678	GWHGERFP037182
N0.HOG0005678	RHSIM_RhsimUnG0104000
N0.HOG0005678	RHSIM_Rhsim11G0171000
N0.HOG0005678	Os12g0593000
N0.HOG0005679	AT2G24030
N0.HOG0005679	EL10Ac5g11101.1
N0.HOG0005679	HORVU.MOREX.r3.2HG0110160
N0.HOG0005679	Zm00001eb224070
N0.HOG0005679	BPChr11G05804
N0.HOG0005679	BPChr04G09405
N0.HOG0005679	TC08G2332
N0.HOG0005679	GWHGERFP012790
N0.HOG0005679	GWHGERFP040448
N0.HOG0005679	GWHGERFP039844
N0.HOG0005679	RHSIM_Rhsim10G0044600
N0.HOG0005679	RHSIM_Rhsim10G0044300
N0.HOG0005679	RHSIM_Rhsim08G0074200
N0.HOG0005679	Os10g0324600
N0.HOG0005680	AT2G24150
N0.HOG0005680	AT4G30850
N0.HOG0005680	EL10Ac8g18903.1
N0.HOG0005680	HORVU.MOREX.r3.7HG0742110
N0.HOG0005680	HORVU.MOREX.r3.6HG0569450
N0.HOG0005680	Zm00001eb206660
N0.HOG0005680	Zm00001eb233930
N0.HOG0005680	Zm00001eb388960
N0.HOG0005680	BPChr07G14106
N0.HOG0005680	TC10G0934
N0.HOG0005680	GWHGERFP007807
N0.HOG0005680	RHSIM_Rhsim03G0259600
N0.HOG0005680	Os06g0652200
N0.HOG0005680	Os02g0179500
N0.HOG0005681	AT2G24580
N0.HOG0005681	EL10Ac2g02417.1
N0.HOG0005681	HORVU.MOREX.r3.5HG0492510
N0.HOG0005681	Zm00001eb127180
N0.HOG0005681	Zm00001eb140430
N0.HOG0005681	Zm00001eb317190
N0.HOG0005681	Zm00001eb340420
N0.HOG0005681	BPChr01G26600
N0.HOG0005681	TC01G1090
N0.HOG0005681	GWHGERFP039227
N0.HOG0005681	RHSIM_Rhsim10G0084800
N0.HOG0005681	Os01g0316100
N0.HOG0005681	Os12g0543600
N0.HOG0005681	Os09g0498500
N0.HOG0005682	AT2G25130
N0.HOG0005682	AT4G31890
N0.HOG0005682	EL10Ac2g04129.1
N0.HOG0005682	HORVU.MOREX.r3.5HG0484140
N0.HOG0005682	Zm00001eb312830
N0.HOG0005682	BPChr01G12453
N0.HOG0005682	BPChr01G19711
N0.HOG0005682	TC06G0054
N0.HOG0005682	TC01G1038
N0.HOG0005682	GWHGERFP019838
N0.HOG0005682	GWHGERFP042440
N0.HOG0005682	RHSIM_Rhsim02G0215800
N0.HOG0005682	RHSIM_Rhsim07G0163800
N0.HOG0005682	Os09g0416900
N0.HOG0005683	AT2G25540
N0.HOG0005683	AT4G32410
N0.HOG0005683	EL10Ac2g02611.1
N0.HOG0005683	EL10Ac9g22504.1
N0.HOG0005683	HORVU.MOREX.r3.1HG0027850
N0.HOG0005683	Zm00001eb122750
N0.HOG0005683	Zm00001eb345740
N0.HOG0005683	Zm00001eb283110
N0.HOG0005683	BPChr01G25094
N0.HOG0005683	TC01G1546
N0.HOG0005683	TC02G0481
N0.HOG0005683	GWHGERFP019659
N0.HOG0005683	RHSIM_Rhsim02G0199200
N0.HOG0005683	Os05g0176100
N0.HOG0005684	AT2G25640
N0.HOG0005684	AT3G29639
N0.HOG0005684	AT5G11430
N0.HOG0005684	AT5G25520
N0.HOG0005684	EL10Ac2g02541.1
N0.HOG0005684	HORVU.MOREX.r3.6HG0547330
N0.HOG0005684	Zm00001eb205470
N0.HOG0005684	Zm00001eb240410
N0.HOG0005684	BPChr09G20042
N0.HOG0005684	TC02G0428
N0.HOG0005684	GWHGERFP019548
N0.HOG0005684	RHSIM_Rhsim02G0187500
N0.HOG0005684	Os02g0208600
N0.HOG0005684	Os06g0595900
N0.HOG0005685	AT2G27260
N0.HOG0005685	EL10Ac7g16313.1
N0.HOG0005685	HORVU.MOREX.r3.4HG0350830
N0.HOG0005685	Zm00001eb092240
N0.HOG0005685	BPChr10G19349
N0.HOG0005685	BPChr10G19345
N0.HOG0005685	BPunChr33567
N0.HOG0005685	TC03G1653
N0.HOG0005685	TC01G4177
N0.HOG0005685	GWHGERFP028100
N0.HOG0005685	GWHGERFP023220
N0.HOG0005685	RHSIM_Rhsim01G0201900
N0.HOG0005685	RHSIM_Rhsim13G0195600
N0.HOG0005685	Os11g0157300
N0.HOG0005686	AT2G27490
N0.HOG0005686	EL10Ac1g00209.1
N0.HOG0005686	EL10Ac4g07959.1
N0.HOG0005686	HORVU.MOREX.r3.3HG0251350
N0.HOG0005686	Zm00001eb041190
N0.HOG0005686	Zm00001eb341290
N0.HOG0005686	BPChr13G21925
N0.HOG0005686	BPChr13G21918
N0.HOG0005686	TC05G2925
N0.HOG0005686	GWHGERFP031348
N0.HOG0005686	GWHGERFP039687
N0.HOG0005686	RHSIM_Rhsim13G0013000
N0.HOG0005686	RHSIM_RhsimUnG0168700
N0.HOG0005686	Os01g0360600
N0.HOG0005690	AT2G30050
N0.HOG0005690	AT3G01340
N0.HOG0005690	EL10Ac8g18736.1
N0.HOG0005690	EL10Ac9g21211.1
N0.HOG0005690	HORVU.MOREX.r3.3HG0245070
N0.HOG0005690	Zm00001eb119930
N0.HOG0005690	Zm00001eb338610
N0.HOG0005690	BPChr06G21459
N0.HOG0005690	TC08G1938
N0.HOG0005690	TC10G1208
N0.HOG0005690	GWHGERFP037623
N0.HOG0005690	RHSIM_Rhsim08G0062500
N0.HOG0005690	RHSIM_Rhsim10G0207700
N0.HOG0005690	Os02g0135800
N0.HOG0005692	AT2G31580
N0.HOG0005692	AT2G32320
N0.HOG0005692	EL10Ac8g20632.1
N0.HOG0005692	HORVU.MOREX.r3.5HG0436740
N0.HOG0005692	HORVU.MOREX.r3.3HG0250630
N0.HOG0005692	HORVU.MOREX.r3.5HG0436730
N0.HOG0005692	Zm00001eb294000
N0.HOG0005692	BPChr05G14706
N0.HOG0005692	BPChr05G14723
N0.HOG0005692	TC08G0848
N0.HOG0005692	GWHGERFP038414
N0.HOG0005692	GWHGERFP003222
N0.HOG0005692	RHSIM_Rhsim10G0148200
N0.HOG0005692	Os05g0535500
N0.HOG0005693	AT2G31800
N0.HOG0005693	AT2G43850
N0.HOG0005693	AT3G59830
N0.HOG0005693	EL10Ac3g06137.1
N0.HOG0005693	HORVU.MOREX.r3.3HG0306300
N0.HOG0005693	HORVU.MOREX.r3.6HG0593300
N0.HOG0005693	Zm00001eb145050
N0.HOG0005693	Zm00001eb246710
N0.HOG0005693	BPChr08G26706
N0.HOG0005693	TC12G1843
N0.HOG0005693	GWHGERFP034049
N0.HOG0005693	RHSIM_Rhsim09G0005200
N0.HOG0005693	Os02g0608500
N0.HOG0005693	Os01g0892800
N0.HOG0005694	AT2G32040
N0.HOG0005694	EL10Ac3g06491.1
N0.HOG0005694	HORVU.MOREX.r3.5HG0518510
N0.HOG0005694	HORVU.MOREX.r3.2HG0148060
N0.HOG0005694	Zm00001eb117050
N0.HOG0005694	Zm00001eb016520
N0.HOG0005694	Zm00001eb060580
N0.HOG0005694	Zm00001eb301040
N0.HOG0005694	BPChr08G05006
N0.HOG0005694	TC02G0191
N0.HOG0005694	GWHGERFP017014
N0.HOG0005694	RHSIM_Rhsim02G0026100
N0.HOG0005694	Os07g0172900
N0.HOG0005694	Os03g0795000
N0.HOG0005695	AT2G33290
N0.HOG0005695	AT4G13460
N0.HOG0005695	EL10Ac3g06683.1
N0.HOG0005695	HORVU.MOREX.r3.2HG0146930
N0.HOG0005695	Zm00001eb096860
N0.HOG0005695	BPChr08G16148
N0.HOG0005695	TC02G0070
N0.HOG0005695	GWHGERFP044707
N0.HOG0005695	GWHGERFP017272
N0.HOG0005695	GWHGERFP033769
N0.HOG0005695	RHSIM_Rhsim02G0047800
N0.HOG0005695	RHSIM_Rhsim09G0039800
N0.HOG0005695	RHSIM_Rhsim09G0039500
N0.HOG0005695	Os07g0435900
N0.HOG0005696	AT2G34210
N0.HOG0005696	AT4G08350
N0.HOG0005696	EL10Ac1g01470.1
N0.HOG0005696	HORVU.MOREX.r3.6HG0618590
N0.HOG0005696	HORVU.MOREX.r3.7HG0663380
N0.HOG0005696	Zm00001eb278890
N0.HOG0005696	Zm00001eb373500
N0.HOG0005696	BPChr12G08400
N0.HOG0005696	TC03G0851
N0.HOG0005696	GWHGERFP006700
N0.HOG0005696	GWHGERFP013836
N0.HOG0005696	RHSIM_Rhsim12G0009500
N0.HOG0005696	RHSIM_Rhsim06G0090800
N0.HOG0005696	Os06g0208300
N0.HOG0005697	AT2G35040
N0.HOG0005697	EL10Ac1g01734.1
N0.HOG0005697	EL10Ac5g10906.1
N0.HOG0005697	HORVU.MOREX.r3.3HG0314390
N0.HOG0005697	Zm00001eb070920
N0.HOG0005697	Zm00001eb413740
N0.HOG0005697	BPChr10G05969
N0.HOG0005697	TC10G0717
N0.HOG0005697	GWHGERFP021296
N0.HOG0005697	GWHGERFP021225
N0.HOG0005697	GWHGERFP021244
N0.HOG0005697	RHSIM_Rhsim01G0054700
N0.HOG0005697	RHSIM_Rhsim04G0089900
N0.HOG0005697	Os08g0206600
N0.HOG0005698	AT2G35760
N0.HOG0005698	AT4G16442
N0.HOG0005698	EL10Ac8g20239.1
N0.HOG0005698	HORVU.MOREX.r3.4HG0399760
N0.HOG0005698	HORVU.MOREX.r3.5HG0448020
N0.HOG0005698	Zm00001eb008140
